FBgn_ID,Gene_Symbol,Summary
FBgn0000259,CkIIbeta,"Casein kinase II beta subunit (CkIIbeta) encodes the regulatory subunit of the CKII holoenzyme, a protein serine/threonine kinase composed of a and b subunits. Interactions have been reported with other kinases (e.g., the products of PIP4K and S6kII), the RNA-binding protein encoded by orb , the Hedgehog signaling pathway and clock proteins such as the products of tim and per. The product of CkIIbeta functions in oogenesis, neurogenesis, development (brain and other tissues) as well as circadian behavior."
FBgn0028841,jhamt,"juvenile hormone acid methyltransferase (jhamt) encodes an enzyme that catalyzes (2E, 6E)farnesoate/ Juvenile hormone (JH) acid methylation to produce JH bisepoxide in the corpora allata. Loss of jhamt produces a delayed wandering larval stage and decreased female fecundity."
FBgn0000241,bw,"brown (bw) encodes a member of the traffic ATPase (or ABC) family of membrane transporters. It is believed to heterodimerize with the product of w. bw and w are necessary to import guanine, a precursor for the red pteridine pigments, into pigment cells of the eyes, Malpighian tubules and testis sheath."
FBgn0004907,14-3-3zeta,"14-3-3zeta (14-3-3zeta) encodes three acidic protein isoforms due to alternative splicing. The isoforms homo- and heterodimerize with each other and other members of the family. It functions in multiple signaling pathways, most prominently in the Ras/MAPK cascade. It is involved in epithelial cell polarity, development of the eye, embryogenesis and in adult associative learning."
FBgn0039914,mav,maverick (mav) encodes a protein involved in the BMP signaling pathway.
FBgn0019828,dj,don juan (dj) encodes a protein present in spermatids and sperm.
FBgn0004369,Ptp99A,"Protein tyrosine phosphatase 99A (Ptp99A) encodes a transmembrane receptor tyrosine phosphatase. Its single mutants have no known phenotypes, but Ptp99A synergizes with Ptp69D to increase the penetrance of the Ptp69D motor axon defects. Ptp99A mutations also suppress the 'bypass' motor axon phenotype produced by Lar mutations."
FBgn0010114,hig,hikaru genki (hig) encodes a secretory matrix protein localized to the synaptic clefts of cholinergic synapses. It is required for the accumulation of acetylcholine receptor subunits on the postsynaptic membranes.
FBgn0029676,HIP-R,"Hsc/Hsp70-interacting protein related (HIP-R) encodes an ortholog of the human Hsp70 interacting protein (HIP), which is a co-chaperone that stabilizes the ADP-bound conformation of Hsp70."
FBgn0026059,Mhcl,Myosin heavy chain-like (Mhcl) encodes a protein that interacts with the product of rols during myoblast fusion.
FBgn0005427,ewg,"erect wing (ewg) encodes a transcription factor that is essential for synaptic growth at neuromuscular junctions, specification of photoreceptor subtypes, and formation of indirect flight muscles. ewg product has also been linked to the Hippo and Wingless pathways and serves as a major target of the RNA-binding protein encoded by elav."
FBgn0000053,Gart,"GART trifunctional enzyme (Gart) encodes a multifunctional enzyme that exhibits phosphoribosylamine-glycine ligase, phosphoribosylformylglycinamidine cyclo-ligase and phosphoribosylglycinamide formyltransferase activities."
FBgn0000567,Eip74EF,Ecdysone-induced protein 74EF (Eip74EF) encodes a transcription factor that responds to different concentrations of 20-hydroxyecdysone. It contributes to puparium formation and autophagy.
FBgn0041605,cpx,"complexin (cpx) encodes a presynaptic cytosolic protein that regulates SNARE complex assembly and fuction. It has both positive and negative roles in synaptic transmission, serving as the synaptic vesicle fusion clamp and as an activator of evoked release."
FBgn0053558,mim,missing-in-metastasis (mim) encodes a protein involved in guided cell migration via endocytosis inhibition of the product encoded by Cortactin.
FBgn0014141,cher,"cheerio (cher) encodes a dimeric F-actin crosslinking protein of the filamin protein family. It functions to organize the F-actin cytoskeleton in multiple contexts including ovarian germline ring canals, migrating somatic cells, and neuronal growth cones."
FBgn0004575,Syn,Synapsin (Syn) encodes a phosphoprotein associated with synaptic vesicles. It interacts with the endocytic scaffolding protein encoded by Dap160. Phosphorylation of synapsin at serine 6 is required for associative short-term learning/memory and short-term olfactory habituation. It is important for outgrowth of synaptic boutons at the larval neuromuscular junction.
FBgn0020385,pug,pugilist (pug) encodes the trifunctional enzyme methylenetetrahydrofolate dehydrogenase involved in the pigmentation of pteridines and ommochromes.
FBgn0016917,Stat92E,"Signal-transducer and activator of transcription protein at 92E (Stat92E) encodes a transcription factor that shuttles between the cytosol and nucleus and functions in the JAK/STAT pathway. Its roles include proliferation, growth control, organismal metabolism, cell competition, stem cell self-renewal, immunity and developmental patterning."
FBgn0014135,bnl,branchless (bnl) encodes a fibroblast growth factor (FGF) ligand for the transmembrane tyrosine kinase receptor encoded by btl that utilizes the intracellular Ras-MAP kinase pathway. It contributes to embryonic tracheal migration.
FBgn0027375,RecQ5,"RecQ5 helicase (RecQ5) encodes a DNA helicase that maintains genome stability via participation in many nuclear DNA metabolic processes including DNA repair, DNA resolution, and RNA transcription."
FBgn0005677,dac,"dachshund (dac) encodes a transcriptional cofactor that physically interacts with several other retinal determination proteins, including those encoded by eya and so, and regulates eye, leg, gonad, and brain development."
FBgn0035956,Doc2,"Dorsocross2 (Doc2) encodes one of the three tissue-specific T-box transcription factors encoded by the Dorsocross cluster. It is crucial for completion of differentiation, cell proliferation arrest and survival of amnioserosa cells, as well as for cardiogenesis and the patterning and morphogenesis of particular ectodermal derivatives."
FBgn0003701,thr,"three rows (thr) encodes a protein that, together with the product of Sse, forms the endoprotease separase complex, which cleaves a subunit of the cohesin complex, thereby allowing separation of the sister chromatids."
FBgn0036180,Duba,Deubiquitinating enzyme A (Duba) encodes a de-ubiquitylating enzyme of the OTU-family that cleaves preferentially K11- and K63-linked poly-ubiquitin chains. Its catalytic activity is required for spermatogenesis.
FBgn0004924,Top1,"Topoisomerase 1 (Top1) encodes a topoisomerase with essential functions in cell proliferation during stages of oogenesis, embryogenesis, larva, and pupa."
FBgn0001168,hry,hairy (hry) encodes a bHLH transcriptional repressor that recruits the corepressor encoded by gro to target promoters. It is a pair-rule gene that contributes to embryonic segmentation and peripheral neurogenesis.
FBgn0003145,prd,"paired (prd) is a paired-rule gene that encodes a transcription factor with two independent DNA binding domains, a paired domain and a homeodomain. Its roles include embryonic segmentation, accessory gland development and male fertility."
FBgn0000261,Cat,Catalase (Cat) encodes an enzyme that catalyzes the decomposition of hydrogen peroxide. It reduces the amount of oxidative damage to biomolecules and protects cells from the toxic effects of reactive oxygen species.
FBgn0004169,up,"upheld (up) encodes the striated muscle protein Troponin T. Troponins T, C and I form a regulatory complex with Tropomyosin that is found at regular intervals along the thin (F-actin) filaments of the muscle sarcomere."
FBgn0001208,Hn,"Henna (Hn) encodes a tryptophan phenylalanine hydroxylase. It is a dual function enzyme: it hydroxylates both phenylalanine to generate tyrosine, as well as tryptophan to generate the precursor for peripheral (non-neuronal) serotonin. It is also involved in pteridine synthesis."
FBgn0020496,CtBP,C-terminal Binding Protein (CtBP) encodes a co-repressor which is recruited by repressive transcription factors through a short Pro-X-Asp-Leu-Ser (PXDLS) peptide motif. Its main role is to repress developmental enhancers.
FBgn0027841,CstF64,"Cleavage stimulation factor 64 kD subunit (CstF64) encodes an RNA-binding protein that is part of the cleavage stimulation factor (CstF) complex. As part of the CstF complex, it interacts with the polyadenylation protein encoded bysu(f). The product of CstF64 is necessary for the cleavage and polyadenylation of most mRNAs and for 3' end processing of mRNAs that encode the replication-dependent histones."
FBgn0039713,RpS8,Ribosomal protein S8 (RpS8) encodes a structural constituent of ribosomes that is involved in larval lymph gland hemopoiesis.
FBgn0015269,Nf1,"Neurofibromin 1 (Nf1) encodes a protein that functions as a GTPase activating protein for the products of Ras85D and Ras64B in the larval and adult nervous system. Loss of Nf1 results in excess Ras-Raf-ERK signaling and to a non-cell-autonomous cAMP/PKA signaling defect. The product of Nf1 contributes to postembryonic growth, learning/memory, and circadian rhythm."
FBgn0003862,trx,"trithorax (trx) encodes a chromatin-modifying enzyme involved in gene regulation. It methylates the histone encoded by His3 on Lys-4, promoting its further acetylation. This activity antagonises the epigenetic silencing by Polycomb group proteins. It contributes to axon guidance, eye development and germ cell migration."
FBgn0000577,en,"engrailed (en) encodes a homeodomain-containing transcription factor that is essential for posterior compartment identity and for compartment boundary formation and maintenance. It positively regulates the hh gene and negatively regulates the Hedgehog targets encoded by ci, ptc and dpp."
FBgn0000028,acj6,abnormal chemosensory jump 6 (acj6) encodes a POU domain transcription factor that acts in odor receptor gene expression and axon targeting of olfactory neurons.
FBgn0038201,PK1-R,Pyrokinin 1 receptor (PK1-R) encodes a seven transmembrane G-protein coupled receptor. It is thought to be a receptor for the neuropeptides encoded by Capa and Lst. It regulates the production and release of insulin.
FBgn0045500,Gr22b,Gustatory receptor 22b (Gr22b) encodes a transmembrane domain protein unrelated to GPCRs that is predicted to mediate response to non-volatile compounds.
